checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_rate,personal_status,other_debtors,residence_since,property,age,other_installment,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,target
<0,24,existing paid,radio/TV,2384,<100,>=7yr,4,male single,none,4,real estate,64,bank,rent,1,unskilled resident,1,none,yes,0
no checking,18,existing paid,radio/TV,1453,<100,<1yr,3,female,none,1,real estate,26,none,own,1,skilled,1,none,yes,0
no checking,6,existing paid,education,1538,<100,<1yr,1,female,none,2,no property,56,none,own,1,skilled,1,none,yes,0
no checking,12,existing paid,radio/TV,2279,no savings,1-4yr,4,male single,none,4,no property,37,none,free,1,skilled,1,yes,yes,0
no checking,15,delayed,radio/TV,1478,<100,1-4yr,4,male married,none,3,real estate,33,bank,own,2,skilled,1,none,yes,0
no checking,24,critical,radio/TV,5103,<100,<1yr,3,male married,none,3,no property,47,none,free,3,skilled,1,yes,yes,0
0-200,36,delayed,business,9857,100-500,4-7yr,1,male single,none,3,insurance/savings,31,none,own,2,unskilled resident,2,yes,yes,0
no checking,60,existing paid,car (new),6527,no savings,1-4yr,4,male single,none,4,no property,34,none,free,1,skilled,2,yes,yes,0
>=200,10,critical,radio/TV,1347,no savings,4-7yr,4,male single,none,2,insurance/savings,27,none,own,2,skilled,1,yes,yes,0
0-200,36,delayed,car (new),2862,100-500,>=7yr,4,male single,none,3,no property,30,none,free,1,skilled,1,none,yes,0
no checking,9,existing paid,radio/TV,2753,100-500,>=7yr,3,male single,co-applicant,4,car,35,none,own,1,skilled,1,yes,yes,0
<0,12,existing paid,car (new),3651,>=1000,1-4yr,1,male single,none,3,insurance/savings,31,none,own,1,skilled,2,none,yes,0
<0,15,critical,furniture,975,<100,1-4yr,2,male divorced,none,3,insurance/savings,25,none,own,2,skilled,1,none,yes,0
0-200,15,existing paid,repairs,2631,100-500,1-4yr,3,female,none,2,real estate,25,none,own,1,unskilled resident,1,none,yes,0
0-200,24,existing paid,radio/TV,2896,100-500,<1yr,2,male single,none,1,car,29,none,own,1,skilled,1,none,yes,0
<0,6,critical,car (new),4716,no savings,<1yr,1,male single,none,3,real estate,44,none,own,2,unskilled resident,2,none,yes,0
no checking,24,existing paid,radio/TV,2284,<100,4-7yr,4,male single,none,2,car,28,none,own,1,skilled,1,yes,yes,0
no checking,6,existing paid,car (used),1236,500-1000,1-4yr,2,male single,none,4,insurance/savings,50,none,rent,1,skilled,1,none,yes,0
0-200,12,existing paid,radio/TV,1103,<100,4-7yr,4,male single,guarantor,3,real estate,29,none,own,2,skilled,1,none,no,0
no checking,12,critical,car (new),926,<100,unemployed,1,female,none,2,insurance/savings,38,none,own,1,unemployed/unskilled,1,none,yes,0
no checking,18,critical,radio/TV,1800,<100,1-4yr,4,male single,none,2,car,24,none,own,2,skilled,1,none,yes,0
>=200,15,existing paid,education,1905,<100,>=7yr,4,male single,none,4,car,40,none,rent,1,management,1,yes,yes,0
no checking,12,existing paid,furniture,1123,500-1000,1-4yr,4,female,none,4,car,29,none,rent,1,unskilled resident,1,none,yes,1
<0,48,critical,car (used),6331,<100,>=7yr,4,male single,none,4,no property,46,none,free,2,skilled,1,yes,yes,1
>=200,24,existing paid,radio/TV,1377,100-500,>=7yr,4,female,none,2,no property,47,none,free,1,skilled,1,yes,yes,0
0-200,30,delayed,business,2503,100-500,>=7yr,4,male single,none,2,insurance/savings,41,stores,own,2,skilled,1,none,yes,0
0-200,27,existing paid,business,2528,<100,<1yr,4,female,none,1,insurance/savings,32,none,own,1,skilled,2,yes,yes,0
no checking,15,existing paid,car (new),5324,500-1000,>=7yr,1,female,none,4,no property,35,none,free,1,skilled,1,none,yes,0
0-200,48,existing paid,car (new),6560,100-500,4-7yr,3,male single,none,2,insurance/savings,24,none,own,1,skilled,1,none,yes,1
0-200,12,no credits,furniture,2969,<100,<1yr,4,female,none,3,insurance/savings,25,none,rent,2,skilled,1,none,yes,1
0-200,9,existing paid,radio/TV,1206,<100,>=7yr,4,female,none,4,real estate,25,none,own,1,skilled,1,none,yes,0
0-200,9,existing paid,radio/TV,2118,<100,1-4yr,2,male single,none,2,real estate,37,none,own,1,unskilled resident,2,none,yes,0
no checking,18,critical,radio/TV,629,500-1000,>=7yr,4,male single,none,3,insurance/savings,32,bank,own,2,management,1,yes,yes,0
<0,6,all paid,education,1198,<100,>=7yr,4,female,none,4,no property,35,none,free,1,skilled,1,none,yes,1
no checking,21,existing paid,car (used),2476,no savings,>=7yr,4,male single,none,4,real estate,46,none,own,1,management,1,yes,yes,0
<0,9,critical,radio/TV,1138,<100,1-4yr,4,male single,none,4,real estate,25,none,own,2,unskilled resident,1,none,yes,0
0-200,60,existing paid,car (new),14027,<100,4-7yr,4,male single,none,2,no property,27,none,own,1,management,1,yes,yes,1
no checking,30,critical,car (used),7596,no savings,>=7yr,1,male single,none,4,car,63,none,own,2,skilled,1,none,yes,0
no checking,30,critical,radio/TV,3077,no savings,>=7yr,3,male single,none,2,car,40,none,own,2,skilled,2,yes,yes,0
no checking,18,existing paid,radio/TV,1505,<100,1-4yr,4,male single,none,2,no property,32,none,free,1,management,1,yes,yes,0
>=200,24,critical,radio/TV,3148,no savings,1-4yr,3,male single,none,2,car,31,none,own,2,skilled,1,yes,yes,0
0-200,20,no credits,car (used),6148,100-500,>=7yr,3,male married,none,4,car,31,bank,own,2,skilled,1,yes,yes,0
>=200,9,no credits,radio/TV,1337,<100,<1yr,4,male single,none,2,car,34,none,own,2,management,1,yes,yes,1
0-200,6,all paid,education,433,>=1000,<1yr,4,female,none,2,insurance/savings,24,bank,rent,1,skilled,2,none,yes,1
<0,12,existing paid,car (new),1228,<100,1-4yr,4,female,none,2,real estate,24,none,own,1,unskilled resident,1,none,yes,1
0-200,9,existing paid,radio/TV,790,500-1000,1-4yr,4,female,none,3,real estate,66,none,own,1,unskilled resident,1,none,yes,0
no checking,27,existing paid,car (new),2570,<100,1-4yr,3,female,none,3,real estate,21,none,rent,1,skilled,1,none,yes,1
no checking,6,critical,car (new),250,>=1000,1-4yr,2,female,none,2,real estate,41,bank,own,2,unskilled resident,1,none,yes,0
no checking,15,critical,radio/TV,1316,500-1000,1-4yr,2,male married,none,2,insurance/savings,47,none,own,2,unskilled resident,1,none,yes,0
<0,18,existing paid,radio/TV,1882,<100,1-4yr,4,female,none,4,car,25,bank,rent,2,skilled,1,none,yes,1
0-200,48,all paid,business,6416,<100,>=7yr,4,female,none,3,no property,59,none,rent,1,skilled,1,none,yes,1
>=200,24,critical,business,1275,>=1000,1-4yr,2,male divorced,none,4,real estate,36,none,own,2,skilled,1,yes,yes,0
0-200,24,delayed,radio/TV,6403,<100,<1yr,1,male single,none,2,car,33,none,own,1,skilled,1,none,yes,0
<0,24,existing paid,radio/TV,1987,<100,1-4yr,2,male single,none,4,real estate,21,none,rent,1,unskilled resident,2,none,yes,1
0-200,8,existing paid,radio/TV,760,<100,4-7yr,4,female,guarantor,2,real estate,44,none,own,1,unskilled resident,1,none,yes,0
no checking,24,existing paid,car (used),2603,>=1000,1-4yr,2,female,none,4,car,28,none,rent,1,skilled,1,yes,yes,0
no checking,4,critical,car (new),3380,<100,4-7yr,1,female,none,1,real estate,37,none,own,1,skilled,2,none,yes,0
0-200,36,all paid,appliances,3990,no savings,<1yr,3,female,none,2,no property,29,bank,own,1,unemployed/unskilled,1,none,yes,0
0-200,24,existing paid,car (used),11560,<100,1-4yr,1,female,none,4,car,23,none,rent,2,management,1,none,yes,1
<0,18,existing paid,car (new),4380,100-500,1-4yr,3,male single,none,4,car,35,none,own,1,unskilled resident,2,yes,yes,0
no checking,6,critical,car (new),6761,<100,4-7yr,1,male single,none,3,no property,45,none,own,2,management,2,yes,yes,0
0-200,30,no credits,business,4280,100-500,1-4yr,4,female,none,4,car,26,none,rent,2,unskilled resident,1,none,yes,1
<0,24,all paid,car (new),2325,100-500,4-7yr,2,male single,none,3,car,32,bank,own,1,skilled,1,none,yes,0
0-200,10,all paid,radio/TV,1048,<100,1-4yr,4,male single,none,4,real estate,23,stores,own,1,unskilled resident,1,none,yes,0
no checking,21,existing paid,radio/TV,3160,no savings,>=7yr,4,male single,none,3,insurance/savings,41,none,own,1,skilled,1,yes,yes,0
<0,24,all paid,furniture,2483,500-1000,1-4yr,4,male single,none,4,real estate,22,stores,own,1,skilled,1,yes,yes,0
<0,39,critical,furniture,14179,no savings,4-7yr,4,male single,none,4,insurance/savings,30,none,own,2,management,1,yes,yes,0
<0,13,critical,business,1797,<100,<1yr,3,male single,none,1,insurance/savings,28,bank,own,2,unskilled resident,1,none,yes,0
<0,15,existing paid,car (new),2511,<100,unemployed,1,female,none,4,car,23,none,rent,1,skilled,1,none,yes,0
<0,12,existing paid,car (new),1274,<100,<1yr,3,female,none,1,real estate,37,none,own,1,unskilled resident,1,none,yes,1
no checking,21,existing paid,car (used),5248,no savings,1-4yr,1,male single,none,3,car,26,none,own,1,skilled,1,none,yes,0
no checking,15,existing paid,car (used),3029,<100,4-7yr,2,male single,none,2,car,33,none,own,1,skilled,1,none,yes,0
<0,6,existing paid,furniture,428,<100,>=7yr,2,female,none,1,insurance/savings,49,bank,own,1,skilled,1,yes,yes,0
<0,18,existing paid,car (new),976,<100,<1yr,1,female,none,2,car,23,none,own,1,unskilled resident,1,none,yes,1
0-200,12,existing paid,business,841,100-500,4-7yr,2,female,none,4,real estate,23,none,rent,1,unskilled resident,1,none,yes,0
no checking,30,critical,radio/TV,5771,<100,4-7yr,4,female,none,2,car,25,none,own,2,skilled,1,none,yes,0
no checking,12,delayed,repairs,1555,>=1000,>=7yr,4,male single,none,4,no property,55,none,free,2,skilled,2,none,yes,1
<0,24,existing paid,car (new),1285,no savings,4-7yr,4,female,none,4,no property,32,none,rent,1,skilled,1,none,yes,1
>=200,6,critical,car (new),1299,<100,1-4yr,1,male single,none,1,real estate,74,none,own,3,unemployed/unskilled,2,none,no,0
>=200,15,critical,radio/TV,1271,no savings,1-4yr,3,male single,none,4,no property,39,none,free,2,skilled,1,yes,yes,1
no checking,24,existing paid,car (new),1393,<100,1-4yr,2,male single,guarantor,2,real estate,31,none,own,1,skilled,1,yes,yes,0
<0,12,critical,car (new),691,<100,>=7yr,4,male single,none,3,insurance/savings,35,none,own,2,skilled,1,none,yes,1
no checking,15,critical,car (new),5045,no savings,>=7yr,1,female,none,4,car,59,none,own,1,skilled,1,yes,yes,0
<0,18,critical,furniture,2124,<100,1-4yr,4,female,none,4,real estate,24,none,rent,2,skilled,1,none,yes,1
<0,12,existing paid,radio/TV,2214,<100,1-4yr,4,male single,none,3,insurance/savings,24,none,own,1,unskilled resident,1,none,yes,0
no checking,21,critical,car (new),12680,no savings,>=7yr,4,male single,none,4,no property,30,none,free,1,management,1,yes,yes,1
no checking,24,critical,car (new),2463,100-500,4-7yr,4,male married,none,3,insurance/savings,27,none,own,2,skilled,1,yes,yes,0
0-200,12,existing paid,radio/TV,1155,<100,>=7yr,3,male married,guarantor,3,real estate,40,bank,own,2,unskilled resident,1,none,yes,0
<0,30,existing paid,furniture,3108,<100,<1yr,2,male divorced,none,4,insurance/savings,31,none,own,1,unskilled resident,1,none,yes,1
no checking,10,existing paid,car (used),2901,no savings,<1yr,1,female,none,4,real estate,31,none,rent,1,skilled,1,none,yes,0
0-200,12,critical,furniture,3617,<100,>=7yr,1,male single,none,4,car,28,none,rent,3,skilled,1,yes,yes,0
no checking,12,critical,radio/TV,1655,<100,>=7yr,2,male single,none,4,real estate,63,none,own,2,unskilled resident,1,yes,yes,0
<0,24,existing paid,car (used),2812,no savings,>=7yr,2,female,none,4,real estate,26,none,rent,1,skilled,1,none,yes,0
<0,36,critical,education,8065,<100,1-4yr,3,female,none,2,no property,25,none,own,2,management,1,yes,yes,1
no checking,21,critical,car (used),3275,<100,>=7yr,1,male single,none,4,car,36,none,own,1,management,1,yes,yes,0
no checking,24,critical,radio/TV,2223,100-500,>=7yr,4,male single,none,4,insurance/savings,52,bank,own,2,skilled,1,none,yes,0
>=200,12,critical,car (new),1480,500-1000,unemployed,2,male single,none,4,no property,66,bank,free,3,unemployed/unskilled,1,none,yes,0
<0,24,existing paid,car (new),1371,no savings,1-4yr,4,female,none,4,real estate,25,none,rent,1,skilled,1,none,yes,1
no checking,36,critical,car (new),3535,<100,4-7yr,4,male single,none,4,car,37,none,own,2,skilled,1,yes,yes,0
<0,18,existing paid,radio/TV,3509,<100,4-7yr,4,female,guarantor,1,real estate,25,none,own,1,skilled,1,none,yes,0
no checking,36,critical,car (used),5711,>=1000,>=7yr,4,male single,none,2,car,38,none,own,2,management,1,yes,yes,0
0-200,18,existing paid,repairs,3872,<100,unemployed,2,female,none,4,car,67,none,own,1,skilled,1,yes,yes,0
0-200,39,critical,radio/TV,4933,<100,4-7yr,2,male single,guarantor,2,real estate,25,none,own,2,skilled,1,none,yes,1
no checking,24,critical,car (new),1940,>=1000,>=7yr,4,male single,none,4,real estate,60,none,own,1,skilled,1,yes,yes,0
0-200,12,no credits,retraining,1410,<100,1-4yr,2,male single,none,2,real estate,31,none,own,1,unskilled resident,1,yes,yes,0
0-200,12,existing paid,car (new),836,100-500,<1yr,4,female,none,2,insurance/savings,23,bank,own,1,unskilled resident,1,none,yes,1
0-200,20,existing paid,car (used),6468,no savings,unemployed,1,male divorced,none,4,real estate,60,none,own,1,management,1,yes,yes,0
0-200,18,existing paid,business,1941,>=1000,1-4yr,4,male single,none,2,insurance/savings,35,none,own,1,unskilled resident,1,yes,yes,0
no checking,22,existing paid,radio/TV,2675,500-1000,>=7yr,3,male single,none,4,car,40,none,own,1,skilled,1,none,yes,0
no checking,48,critical,car (used),2751,no savings,>=7yr,4,male single,none,3,car,38,none,own,2,skilled,2,yes,yes,0
0-200,48,delayed,education,6224,<100,>=7yr,4,male single,none,4,no property,50,none,free,1,skilled,1,none,yes,1
<0,40,critical,education,5998,<100,1-4yr,4,male single,none,3,no property,27,bank,own,1,skilled,1,yes,yes,1
0-200,21,existing paid,business,1188,<100,>=7yr,2,female,none,4,insurance/savings,39,none,own,1,skilled,2,none,yes,1
no checking,24,existing paid,car (used),6313,no savings,>=7yr,3,male single,none,4,car,41,none,own,1,management,2,yes,yes,0
no checking,6,critical,furniture,1221,no savings,1-4yr,1,male married,none,2,insurance/savings,27,none,own,2,skilled,1,none,yes,0
>=200,24,existing paid,furniture,2892,<100,>=7yr,3,male divorced,none,4,no property,51,none,free,1,skilled,1,none,yes,0
no checking,24,existing paid,furniture,3062,500-1000,>=7yr,4,male single,none,3,no property,32,none,rent,1,skilled,1,yes,yes,0
no checking,9,existing paid,furniture,2301,100-500,<1yr,2,female,none,4,insurance/savings,22,none,rent,1,skilled,1,none,yes,0
<0,18,existing paid,car (used),7511,no savings,>=7yr,1,male single,none,4,insurance/savings,51,none,free,1,skilled,2,yes,yes,1
no checking,12,critical,furniture,1258,<100,<1yr,2,female,none,4,insurance/savings,22,none,rent,2,unskilled resident,1,none,yes,0
no checking,24,delayed,car (new),717,no savings,>=7yr,4,male married,none,4,car,54,none,own,2,skilled,1,yes,yes,0
0-200,9,existing paid,car (new),1549,no savings,<1yr,4,male single,none,2,real estate,35,none,own,1,unemployed/unskilled,1,none,yes,0
no checking,24,critical,education,1597,<100,>=7yr,4,male single,none,4,no property,54,none,free,2,skilled,2,none,yes,0
0-200,18,critical,radio/TV,1795,<100,>=7yr,3,female,guarantor,4,real estate,48,bank,rent,2,unskilled resident,1,yes,yes,0
<0,20,critical,furniture,4272,<100,>=7yr,1,female,none,4,insurance/savings,24,none,own,2,skilled,1,none,yes,0
no checking,12,critical,radio/TV,976,no savings,>=7yr,4,male single,none,4,car,35,none,own,2,skilled,1,none,yes,0
0-200,12,existing paid,car (new),7472,no savings,unemployed,1,female,none,2,real estate,24,none,rent,1,unemployed/unskilled,1,none,yes,0
<0,36,existing paid,car (new),9271,<100,4-7yr,2,male single,none,1,car,24,none,own,1,skilled,1,yes,yes,1
0-200,6,existing paid,radio/TV,590,<100,<1yr,3,male married,none,3,real estate,26,none,own,1,unskilled resident,1,none,no,0
no checking,12,critical,radio/TV,930,no savings,>=7yr,4,male single,none,4,real estate,65,none,own,4,skilled,1,none,yes,0
0-200,42,all paid,car (used),9283,<100,unemployed,1,male single,none,2,no property,55,bank,free,1,management,1,yes,yes,0
0-200,15,no credits,car (new),1778,<100,<1yr,2,female,none,1,real estate,26,none,rent,2,unemployed/unskilled,1,none,yes,1
0-200,8,existing paid,business,907,<100,<1yr,3,male married,none,2,real estate,26,none,own,1,skilled,1,yes,yes,0
0-200,6,existing paid,radio/TV,484,<100,4-7yr,3,male married,guarantor,3,real estate,28,bank,own,1,unskilled resident,1,none,yes,0
<0,36,critical,car (used),9629,<100,4-7yr,4,male single,none,4,car,24,none,own,2,skilled,1,yes,yes,1
<0,48,existing paid,appliances,3051,<100,1-4yr,3,male single,none,4,car,54,none,own,1,skilled,1,none,yes,1
<0,48,existing paid,car (new),3931,<100,4-7yr,4,male single,none,4,no property,46,none,free,1,skilled,2,none,yes,1
0-200,36,delayed,car (new),7432,<100,1-4yr,2,female,none,2,insurance/savings,54,none,rent,1,skilled,1,none,yes,0
no checking,6,existing paid,appliances,1338,500-1000,1-4yr,1,male divorced,none,4,real estate,62,none,own,1,skilled,1,none,yes,0
no checking,6,critical,radio/TV,1554,<100,4-7yr,1,female,none,2,car,24,none,rent,2,skilled,1,yes,yes,0
<0,36,existing paid,others,15857,<100,unemployed,2,male divorced,co-applicant,3,car,43,none,own,1,management,1,none,yes,0
<0,18,existing paid,radio/TV,1345,<100,1-4yr,4,male married,none,3,real estate,26,bank,own,1,skilled,1,none,yes,1
no checking,12,existing paid,car (new),1101,<100,1-4yr,3,male married,none,2,real estate,27,none,own,2,skilled,1,yes,yes,0
>=200,12,existing paid,radio/TV,3016,<100,1-4yr,3,male married,none,1,car,24,none,own,1,skilled,1,none,yes,0
<0,36,existing paid,furniture,2712,<100,>=7yr,2,male single,none,2,insurance/savings,41,bank,own,1,skilled,2,none,yes,1
<0,8,critical,car (new),731,<100,>=7yr,4,male single,none,4,real estate,47,none,own,2,unskilled resident,1,none,yes,0
no checking,18,critical,furniture,3780,<100,<1yr,3,male divorced,none,2,car,35,none,own,2,management,1,yes,yes,0
<0,21,critical,car (new),1602,<100,>=7yr,4,male married,none,3,car,30,none,own,2,skilled,1,yes,yes,0
<0,18,critical,car (new),3966,<100,>=7yr,1,female,none,4,real estate,33,bank,rent,3,skilled,1,yes,yes,1
no checking,18,no credits,business,4165,<100,1-4yr,2,male single,none,2,car,36,stores,own,2,skilled,2,none,yes,1
<0,36,existing paid,car (used),8335,no savings,>=7yr,3,male single,none,4,no property,47,none,free,1,skilled,1,none,yes,1
0-200,48,delayed,business,6681,no savings,1-4yr,4,male single,none,4,no property,38,none,free,1,skilled,2,yes,yes,0
no checking,24,delayed,business,2375,500-1000,1-4yr,4,male single,none,2,car,44,none,own,2,skilled,2,yes,yes,0
<0,18,existing paid,car (new),1216,<100,<1yr,4,female,none,3,car,23,none,rent,1,skilled,1,yes,yes,1
<0,45,no credits,business,11816,<100,>=7yr,2,male single,none,4,car,29,none,rent,2,skilled,1,none,yes,1
0-200,24,existing paid,radio/TV,5084,no savings,>=7yr,2,female,none,4,car,42,none,own,1,skilled,1,yes,yes,0
>=200,15,existing paid,radio/TV,2327,<100,<1yr,2,female,none,3,real estate,25,none,own,1,unskilled resident,1,none,yes,1
<0,12,no credits,car (new),1082,<100,1-4yr,4,male single,none,4,car,48,bank,own,2,skilled,1,none,yes,1
no checking,12,existing paid,radio/TV,886,no savings,1-4yr,4,female,none,2,car,21,none,own,1,skilled,1,none,yes,0
no checking,4,existing paid,furniture,601,<100,<1yr,1,female,none,3,real estate,23,none,rent,1,unskilled resident,2,none,yes,0
<0,24,critical,car (used),2957,<100,>=7yr,4,male single,none,4,insurance/savings,63,none,own,2,skilled,1,yes,yes,0
no checking,24,critical,radio/TV,2611,<100,>=7yr,4,male married,co-applicant,3,real estate,46,none,own,2,skilled,1,none,yes,0
<0,36,existing paid,furniture,5179,<100,4-7yr,4,male single,none,2,insurance/savings,29,none,own,1,skilled,1,none,yes,1
no checking,21,delayed,car (used),2993,<100,1-4yr,3,male single,none,2,real estate,28,stores,own,2,unskilled resident,1,none,yes,0
no checking,18,existing paid,repairs,1943,<100,<1yr,4,female,none,4,real estate,23,none,own,1,skilled,1,none,yes,1
no checking,24,all paid,business,1559,<100,4-7yr,4,male single,none,4,car,50,bank,own,1,skilled,1,yes,yes,0
no checking,18,existing paid,furniture,3422,<100,>=7yr,4,male single,none,4,insurance/savings,47,bank,own,3,skilled,2,yes,yes,0
0-200,21,existing paid,furniture,3976,no savings,4-7yr,2,male single,none,3,car,35,none,own,1,skilled,1,yes,yes,0
no checking,18,existing paid,car (new),6761,no savings,1-4yr,2,male single,none,4,car,68,none,rent,2,skilled,1,none,yes,1
no checking,24,existing paid,car (new),1249,<100,<1yr,4,male married,none,2,real estate,28,none,own,1,skilled,1,none,yes,0
<0,9,existing paid,radio/TV,1364,<100,4-7yr,3,male single,none,4,real estate,59,none,own,1,skilled,1,none,yes,0
<0,12,existing paid,radio/TV,709,<100,>=7yr,4,male single,none,4,real estate,57,stores,own,1,unskilled resident,1,none,yes,1
<0,20,critical,car (new),2235,<100,1-4yr,4,male married,guarantor,2,insurance/savings,33,bank,rent,2,skilled,1,none,no,1
no checking,24,critical,car (used),4042,no savings,4-7yr,3,male single,none,4,insurance/savings,43,none,own,2,skilled,1,yes,yes,0
no checking,15,critical,radio/TV,1471,<100,1-4yr,4,male single,none,4,no property,35,none,free,2,skilled,1,yes,yes,0
<0,18,all paid,car (new),1442,<100,4-7yr,4,male single,none,4,no property,32,none,free,2,unskilled resident,2,none,yes,1
no checking,36,delayed,car (new),10875,<100,>=7yr,2,male single,none,2,car,45,none,own,2,skilled,2,yes,yes,0
no checking,24,existing paid,car (new),1474,100-500,<1yr,4,male married,none,3,real estate,33,none,own,1,skilled,1,yes,yes,0
no checking,10,existing paid,retraining,894,no savings,4-7yr,4,female,none,3,insurance/savings,40,none,own,1,skilled,1,yes,yes,0
no checking,15,critical,furniture,3343,<100,1-4yr,4,male single,none,2,no property,28,none,free,1,skilled,1,yes,yes,0
<0,15,existing paid,car (new),3959,<100,1-4yr,3,female,none,2,insurance/savings,29,none,own,1,skilled,1,yes,yes,1
no checking,9,existing paid,car (new),3577,100-500,1-4yr,1,male single,guarantor,2,real estate,26,none,rent,1,skilled,2,none,no,0
no checking,24,critical,car (used),5804,>=1000,1-4yr,4,male single,none,2,real estate,27,none,own,2,skilled,1,none,yes,0
no checking,18,delayed,business,2169,<100,1-4yr,4,male married,none,2,car,28,none,own,1,skilled,1,yes,yes,1
<0,24,existing paid,radio/TV,2439,<100,<1yr,4,female,none,4,real estate,35,none,own,1,skilled,1,yes,yes,1
no checking,27,critical,furniture,4526,>=1000,<1yr,4,male single,none,2,real estate,32,stores,own,2,unskilled resident,2,yes,yes,0
no checking,10,existing paid,furniture,2210,<100,1-4yr,2,male single,none,2,real estate,25,bank,rent,1,unskilled resident,1,none,yes,1
no checking,15,existing paid,furniture,2221,500-1000,1-4yr,2,female,none,4,car,20,none,rent,1,skilled,1,none,yes,0
<0,18,existing paid,radio/TV,2389,<100,<1yr,4,female,none,1,car,27,stores,own,1,skilled,1,none,yes,0
no checking,12,critical,furniture,3331,<100,>=7yr,2,male single,none,4,insurance/savings,42,stores,own,1,skilled,1,none,yes,0
no checking,36,existing paid,business,7409,no savings,>=7yr,3,male single,none,2,insurance/savings,37,none,own,2,skilled,1,none,yes,0
<0,12,existing paid,furniture,652,<100,>=7yr,4,female,none,4,insurance/savings,24,none,rent,1,skilled,1,none,yes,0
no checking,36,delayed,furniture,7678,500-1000,4-7yr,2,female,none,4,car,40,none,own,2,skilled,1,yes,yes,0
>=200,6,critical,car (new),1343,<100,>=7yr,1,male single,none,4,real estate,46,none,own,2,skilled,2,none,no,0
<0,24,critical,business,1382,100-500,4-7yr,4,male single,none,1,real estate,26,none,own,2,skilled,1,yes,yes,0
no checking,15,existing paid,appliances,874,no savings,<1yr,4,female,none,1,real estate,24,none,own,1,skilled,1,none,yes,0
<0,12,existing paid,furniture,3590,<100,1-4yr,2,male single,co-applicant,2,insurance/savings,29,none,own,1,unskilled resident,2,none,yes,0
0-200,11,critical,car (new),1322,>=1000,1-4yr,4,female,none,4,car,40,none,own,2,skilled,1,none,yes,0
<0,18,all paid,radio/TV,1940,<100,<1yr,3,male single,co-applicant,4,no property,36,bank,free,1,management,1,yes,yes,0
no checking,36,existing paid,radio/TV,3595,<100,>=7yr,4,male single,none,2,car,28,none,own,1,skilled,1,none,yes,0
<0,9,existing paid,car (new),1422,<100,<1yr,3,male single,none,2,no property,27,none,free,1,management,1,yes,yes,1
no checking,30,critical,radio/TV,6742,no savings,4-7yr,2,male single,none,3,insurance/savings,36,none,own,2,skilled,1,none,yes,0
no checking,24,existing paid,car (used),7814,<100,4-7yr,3,male single,none,3,car,38,none,own,1,management,1,yes,yes,0
no checking,24,existing paid,car (used),9277,no savings,1-4yr,2,male divorced,none,4,no property,48,none,free,1,skilled,1,yes,yes,0
0-200,30,critical,car (new),2181,no savings,>=7yr,4,male single,none,4,real estate,36,none,own,2,skilled,1,none,yes,0
no checking,18,critical,radio/TV,1098,<100,unemployed,4,female,none,4,car,65,none,own,2,unemployed/unskilled,1,none,yes,0
0-200,24,existing paid,furniture,4057,<100,4-7yr,3,male divorced,none,3,car,43,none,own,1,skilled,1,yes,yes,1
<0,12,existing paid,education,795,<100,<1yr,4,female,none,4,insurance/savings,53,none,own,1,skilled,1,none,yes,1
0-200,24,critical,business,2825,no savings,4-7yr,4,male single,none,3,no property,34,none,own,2,skilled,2,yes,yes,0
0-200,48,existing paid,business,15672,<100,1-4yr,2,male single,none,2,car,23,none,own,1,skilled,1,yes,yes,1
no checking,36,critical,car (new),6614,<100,>=7yr,4,male single,none,4,car,34,none,own,2,management,1,yes,yes,0
no checking,28,all paid,car (used),7824,no savings,<1yr,3,male single,guarantor,4,real estate,40,bank,rent,2,skilled,2,yes,yes,0
<0,27,critical,business,2442,<100,>=7yr,4,male single,none,4,car,43,stores,own,4,management,2,yes,yes,0
no checking,15,critical,radio/TV,1829,<100,>=7yr,4,male single,none,4,car,46,none,own,2,skilled,1,yes,yes,0
<0,12,critical,car (new),2171,<100,1-4yr,4,male single,none,4,insurance/savings,38,bank,own,2,unskilled resident,1,none,no,0
0-200,36,critical,car (used),5800,<100,1-4yr,3,male single,none,4,car,34,none,own,2,skilled,1,yes,yes,0
no checking,18,critical,radio/TV,1169,no savings,1-4yr,4,male single,none,3,insurance/savings,29,none,own,2,skilled,1,yes,yes,0
no checking,36,delayed,car (used),8947,no savings,4-7yr,3,male single,none,2,car,31,stores,own,1,management,2,yes,yes,0
<0,21,existing paid,radio/TV,2606,<100,<1yr,4,female,none,4,insurance/savings,28,none,rent,1,management,1,yes,yes,0
no checking,12,critical,furniture,1592,>=1000,4-7yr,3,female,none,2,insurance/savings,35,none,own,1,skilled,1,none,no,0
no checking,15,existing paid,furniture,2186,no savings,4-7yr,1,female,none,4,real estate,33,bank,rent,1,unskilled resident,1,none,yes,0
<0,18,existing paid,furniture,4153,<100,1-4yr,2,male single,co-applicant,3,car,42,none,own,1,skilled,1,none,yes,1
<0,16,critical,car (new),2625,<100,>=7yr,2,male single,guarantor,4,insurance/savings,43,bank,rent,1,skilled,1,yes,yes,1
no checking,20,critical,car (new),3485,no savings,<1yr,2,male divorced,none,4,real estate,44,none,own,2,skilled,1,yes,yes,0
no checking,36,critical,car (used),10477,no savings,>=7yr,2,male single,none,4,no property,42,none,free,2,skilled,1,none,yes,0
